Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
2000,NG,710,sablefish,Anoplopoma fimbria,8,0-10
2000,NG,710,sablefish,Anoplopoma fimbria,1,20-Nov
2000,NG,710,sablefish,Anoplopoma fimbria,227,No Age
2000,NSEI,110,"cod, Pacific",Gadus macrocephalus,18,0-10
2000,NSEI,110,"cod, Pacific",Gadus macrocephalus,11,20-Nov
2000,NSEI,110,"cod, Pacific",Gadus macrocephalus,1,21-30
2000,NSEI,130,lingcod,Ophiodon elongatus,1,21-30
2000,NSEI,142,"rockfish, black",Sebastes melanops,4,0-10
2000,NSEI,142,"rockfish, black",Sebastes melanops,12,20-Nov
2000,NSEI,142,"rockfish, black",Sebastes melanops,9,21-30
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,20-Nov
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,10,21-30
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,17,31-40
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,10,41-50
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,5,51-60
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,3,61-70
2000,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,41,20-Nov
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,20,21-30
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,19,31-40
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,24,41-50
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,11,51-60
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,13,61-70
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,5,71-80
2000,NSEI,147,"rockfish, quillback",Sebastes maliger,1,81-90
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,0-10
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,21,20-Nov
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,62,21-30
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,24,31-40
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,13,41-50
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,8,51-60
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,61-70
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,71-80
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,4,>100
2000,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,0-10
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,16,20-Nov
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,41,21-30
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,25,31-40
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,21,41-50
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,17,51-60
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,14,61-70
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,13,71-80
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,14,81-90
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,91-100
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,27,>100
2000,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,No Age
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,6,20-Nov
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,2,21-30
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,31-40
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,3,41-50
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,51-60
2000,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,71-80
2000,NSEI,154,"rockfish, dusky",Sebastes ciliatus,63,20-Nov
2000,NSEI,154,"rockfish, dusky",Sebastes ciliatus,24,21-30
2000,NSEI,154,"rockfish, dusky",Sebastes ciliatus,11,31-40
2000,NSEI,154,"rockfish, dusky",Sebastes ciliatus,2,41-50
2000,NSEI,710,sablefish,Anoplopoma fimbria,230,0-10
2000,NSEI,710,sablefish,Anoplopoma fimbria,61,20-Nov
2000,NSEI,710,sablefish,Anoplopoma fimbria,95,21-30
2000,NSEI,710,sablefish,Anoplopoma fimbria,10,31-40
2000,NSEI,710,sablefish,Anoplopoma fimbria,8,41-50
2000,NSEI,710,sablefish,Anoplopoma fimbria,5,51-60
2000,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
2000,NSEO,130,lingcod,Ophiodon elongatus,10,0-10
2000,NSEO,130,lingcod,Ophiodon elongatus,43,20-Nov
2000,NSEO,130,lingcod,Ophiodon elongatus,12,21-30
2000,NSEO,142,"rockfish, black",Sebastes melanops,3,0-10
2000,NSEO,142,"rockfish, black",Sebastes melanops,73,20-Nov
2000,NSEO,142,"rockfish, black",Sebastes melanops,21,21-30
2000,NSEO,142,"rockfish, black",Sebastes melanops,3,31-40
2000,PW,110,"cod, Pacific",Gadus macrocephalus,3,0-10
2000,PW,110,"cod, Pacific",Gadus macrocephalus,17,20-Nov
2000,PW,110,"cod, Pacific",Gadus macrocephalus,308,No Age
2000,PW,143,"rockfish, thornyhead",Sebastolobus,2,20-Nov
2000,PW,143,"rockfish, thornyhead",Sebastolobus,1,21-30
2000,PW,143,"rockfish, thornyhead",Sebastolobus,22,31-40
2000,PW,143,"rockfish, thornyhead",Sebastolobus,21,41-50
2000,PW,143,"rockfish, thornyhead",Sebastolobus,16,51-60
2000,PW,143,"rockfish, thornyhead",Sebastolobus,6,61-70
2000,PW,143,"rockfish, thornyhead",Sebastolobus,15,71-80
2000,PW,143,"rockfish, thornyhead",Sebastolobus,6,81-90
2000,PW,143,"rockfish, thornyhead",Sebastolobus,1,91-100
2000,PW,143,"rockfish, thornyhead",Sebastolobus,2,>100
2000,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,20-Nov
2000,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,31-40
2000,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,41-50
2000,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,61-70
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,8,20-Nov
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,8,21-30
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,10,31-40
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,25,41-50
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,51-60
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,5,61-70
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,71-80
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,81-90
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,91-100
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,7,>100
2000,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,No Age
2000,PW,152,"rockfish, shortraker",Sebastes borealis,8,20-Nov
2000,PW,152,"rockfish, shortraker",Sebastes borealis,46,21-30
2000,PW,152,"rockfish, shortraker",Sebastes borealis,36,31-40
2000,PW,152,"rockfish, shortraker",Sebastes borealis,38,41-50
2000,PW,152,"rockfish, shortraker",Sebastes borealis,31,51-60
2000,PW,152,"rockfish, shortraker",Sebastes borealis,13,61-70
2000,PW,152,"rockfish, shortraker",Sebastes borealis,16,71-80
2000,PW,152,"rockfish, shortraker",Sebastes borealis,17,81-90
2000,PW,152,"rockfish, shortraker",Sebastes borealis,10,91-100
2000,PW,152,"rockfish, shortraker",Sebastes borealis,23,>100
2000,PW,153,"rockfish, redbanded",Sebastes babcocki,1,20-Nov
2000,PW,153,"rockfish, redbanded",Sebastes babcocki,2,21-30
2000,PW,153,"rockfish, redbanded",Sebastes babcocki,2,41-50
2000,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,20-Nov
2000,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,21-30
2000,PW,270,walleye pollock,Gadus chalcogrammus,84,0-10
2000,PW,270,walleye pollock,Gadus chalcogrammus,319,20-Nov
2000,PW,270,walleye pollock,Gadus chalcogrammus,25,21-30
2000,PW,270,walleye pollock,Gadus chalcogrammus,194,No Age
2000,PW,710,sablefish,Anoplopoma fimbria,744,0-10
2000,PW,710,sablefish,Anoplopoma fimbria,19,20-Nov
2000,PW,710,sablefish,Anoplopoma fimbria,1,31-40
2000,PW,710,sablefish,Anoplopoma fimbria,17,No Age
2000,SAP,710,sablefish,Anoplopoma fimbria,1,0-10
2000,SSEI,142,"rockfish, black",Sebastes melanops,2,0-10
2000,SSEI,142,"rockfish, black",Sebastes melanops,37,20-Nov
2000,SSEI,142,"rockfish, black",Sebastes melanops,24,21-30
2000,SSEI,142,"rockfish, black",Sebastes melanops,5,31-40
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,46,20-Nov
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,92,21-30
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,47,31-40
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,67,41-50
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,40,51-60
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,39,61-70
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,20,71-80
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,13,81-90
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,9,91-100
2000,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,5,>100
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,13,0-10
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,125,20-Nov
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,66,21-30
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,46,31-40
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,22,41-50
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,31,51-60
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,30,61-70
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,4,71-80
2000,SSEI,147,"rockfish, quillback",Sebastes maliger,1,81-90
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,0-10
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,9,20-Nov
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,37,21-30
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,16,31-40
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,11,41-50
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,6,51-60
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,61-70
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,91-100
2000,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,4,>100
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,10,20-Nov
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,22,21-30
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,14,31-40
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,12,41-50
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,7,51-60
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,7,61-70
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,7,71-80
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,9,81-90
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,13,91-100
2000,SSEI,152,"rockfish, shortraker",Sebastes borealis,37,>100
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,18,20-Nov
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,8,21-30
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,10,31-40
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,3,41-50
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,1,51-60
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,1,71-80
2000,SSEI,153,"rockfish, redbanded",Sebastes babcocki,1,>100
2000,SSEI,710,sablefish,Anoplopoma fimbria,379,0-10
2000,SSEI,710,sablefish,Anoplopoma fimbria,52,20-Nov
2000,SSEI,710,sablefish,Anoplopoma fimbria,22,21-30
2000,SSEI,710,sablefish,Anoplopoma fimbria,3,31-40
2000,SSEI,710,sablefish,Anoplopoma fimbria,2,41-50
2000,SSEO,130,lingcod,Ophiodon elongatus,33,0-10
2000,SSEO,130,lingcod,Ophiodon elongatus,59,20-Nov
2000,SSEO,130,lingcod,Ophiodon elongatus,3,21-30
2000,SSEO,130,lingcod,Ophiodon elongatus,1,31-40
2000,SSEO,142,"rockfish, black",Sebastes melanops,1,0-10
2000,SSEO,142,"rockfish, black",Sebastes melanops,13,20-Nov
2000,SSEO,142,"rockfish, black",Sebastes melanops,11,21-30
2000,SSEO,142,"rockfish, black",Sebastes melanops,1,41-50
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,84,20-Nov
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,144,21-30
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,107,31-40
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,172,41-50
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,109,51-60
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,39,61-70
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,21,71-80
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,81-90
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,91-100
2000,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,2,0-10
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,118,20-Nov
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,112,21-30
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,65,31-40
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,79,41-50
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,75,51-60
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,50,61-70
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,14,71-80
2000,SSEO,147,"rockfish, quillback",Sebastes maliger,2,81-90
2000,SSEO,154,"rockfish, dusky",Sebastes ciliatus,59,20-Nov
2000,SSEO,154,"rockfish, dusky",Sebastes ciliatus,32,21-30
2000,SSEO,154,"rockfish, dusky",Sebastes ciliatus,7,31-40
2000,SSEO,154,"rockfish, dusky",Sebastes ciliatus,2,41-50
2000,SSEOC,130,lingcod,Ophiodon elongatus,3,0-10
2000,SSEOC,130,lingcod,Ophiodon elongatus,35,20-Nov
2000,SSEOC,130,lingcod,Ophiodon elongatus,3,21-30
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,6,20-Nov
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,24,21-30
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,52,31-40
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,70,41-50
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,34,51-60
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,2,61-70
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,3,81-90
2000,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2000,WYKT,710,sablefish,Anoplopoma fimbria,1,No Age
2000,,130,lingcod,Ophiodon elongatus,15,0-10
2000,,130,lingcod,Ophiodon elongatus,6,20-Nov
2000,,147,"rockfish, quillback",Sebastes maliger,1,0-10
2000,,147,"rockfish, quillback",Sebastes maliger,11,20-Nov
2000,,147,"rockfish, quillback",Sebastes maliger,9,21-30
2000,,147,"rockfish, quillback",Sebastes maliger,5,31-40
2000,,147,"rockfish, quillback",Sebastes maliger,5,41-50
2000,,147,"rockfish, quillback",Sebastes maliger,10,51-60
2000,,147,"rockfish, quillback",Sebastes maliger,3,61-70
2000,,147,"rockfish, quillback",Sebastes maliger,1,71-80
2000,,147,"rockfish, quillback",Sebastes maliger,1,81-90
2000,,270,walleye pollock,Gadus chalcogrammus,1,0-10
2001,CANADA,130,lingcod,Ophiodon elongatus,1,0-10
2001,CI,110,"cod, Pacific",Gadus macrocephalus,13,0-10
2001,CI,110,"cod, Pacific",Gadus macrocephalus,7,20-Nov
2001,CI,110,"cod, Pacific",Gadus macrocephalus,861,No Age
2001,CI,151,"rockfish, rougheye",Sebastes aleutianus,17,0-10
2001,CI,151,"rockfish, rougheye",Sebastes aleutianus,28,No Age
2001,CI,153,"rockfish, redbanded",Sebastes babcocki,3,No Age
2001,CI,154,"rockfish, dusky",Sebastes ciliatus,17,0-10
2001,CI,154,"rockfish, dusky",Sebastes ciliatus,1,20-Nov
2001,CI,154,"rockfish, dusky",Sebastes ciliatus,9,No Age
2001,CI,270,walleye pollock,Gadus chalcogrammus,11,0-10
2001,CI,270,walleye pollock,Gadus chalcogrammus,16,20-Nov
2001,CI,270,walleye pollock,Gadus chalcogrammus,8,21-30
2001,CI,270,walleye pollock,Gadus chalcogrammus,210,No Age
2001,CI,310,Macroalgae - green algae,orderUlotrichales,63,No Age
2001,CI,710,sablefish,Anoplopoma fimbria,2,0-10
2001,CI,710,sablefish,Anoplopoma fimbria,22,No Age
2001,CSEO,110,"cod, Pacific",Gadus macrocephalus,80,No Age
2001,CSEO,130,lingcod,Ophiodon elongatus,372,0-10
2001,CSEO,130,lingcod,Ophiodon elongatus,502,20-Nov
2001,CSEO,130,lingcod,Ophiodon elongatus,38,21-30
2001,CSEO,130,lingcod,Ophiodon elongatus,1,31-40
2001,CSEO,142,"rockfish, black",Sebastes melanops,4,0-10
2001,CSEO,142,"rockfish, black",Sebastes melanops,55,20-Nov
2001,CSEO,142,"rockfish, black",Sebastes melanops,38,21-30
2001,CSEO,142,"rockfish, black",Sebastes melanops,3,31-40
2001,CSEO,142,"rockfish, black",Sebastes melanops,1,41-50
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,49,20-Nov
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,114,21-30
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,151,31-40
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,63,41-50
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,26,51-60
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,7,61-70
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,15,71-80
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,91-100
2001,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,39,No Age
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,2,0-10
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,97,20-Nov
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,153,21-30
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,68,31-40
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,32,41-50
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,22,51-60
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,15,61-70
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,1,71-80
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,2,81-90
2001,CSEO,147,"rockfish, quillback",Sebastes maliger,17,No Age
2001,CSEO,158,"rockfish, redstripe",Sebastes proriger,1,0-10
2001,CSEO,158,"rockfish, redstripe",Sebastes proriger,1,31-40
2001,CSEO,270,walleye pollock,Gadus chalcogrammus,11,0-10
2001,CSEO,710,sablefish,Anoplopoma fimbria,1,0-10
2001,CSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2001,"CSEO, NSEO",130,lingcod,Ophiodon elongatus,2,0-10
2001,"CSEO, NSEO",130,lingcod,Ophiodon elongatus,1,20-Nov
2001,EYKT,130,lingcod,Ophiodon elongatus,150,0-10
2001,EYKT,130,lingcod,Ophiodon elongatus,614,20-Nov
2001,EYKT,130,lingcod,Ophiodon elongatus,106,21-30
2001,EYKT,130,lingcod,Ophiodon elongatus,1,31-40
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,20-Nov
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,43,21-30
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,113,31-40
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,89,41-50
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,29,51-60
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,71-80
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,81-90
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2001,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,8,20-Nov
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,22,21-30
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,16,31-40
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,12,41-50
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,7,51-60
2001,EYKT,147,"rockfish, quillback",Sebastes maliger,3,61-70
2001,EYKT,148,"rockfish, tiger",Sebastes nigrocinctus,1,31-40
2001,EYKT,148,"rockfish, tiger",Sebastes nigrocinctus,1,41-50
2001,EYKT,148,"rockfish, tiger",Sebastes nigrocinctus,1,51-60
2001,EYKT,148,"rockfish, tiger",Sebastes nigrocinctus,1,71-80
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,4,0-10
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,148,20-Nov
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,113,21-30
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,11,31-40
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,1,41-50
2001,EYKT,154,"rockfish, dusky",Sebastes ciliatus,1,No Age
2001,NG,110,"cod, Pacific",Gadus macrocephalus,101,No Age
2001,NG,130,lingcod,Ophiodon elongatus,9,0-10
2001,NG,130,lingcod,Ophiodon elongatus,112,20-Nov
2001,NG,130,lingcod,Ophiodon elongatus,35,21-30
2001,NG,130,lingcod,Ophiodon elongatus,5,No Age
2001,NG,143,"rockfish, thornyhead",Sebastolobus,13,20-Nov
2001,NG,143,"rockfish, thornyhead",Sebastolobus,4,21-30
2001,NG,145,"rockfish, yelloweye",Sebastes ruberrimus,2,20-Nov
2001,NG,145,"rockfish, yelloweye",Sebastes ruberrimus,1,21-30
2001,NG,145,"rockfish, yelloweye",Sebastes ruberrimus,1,31-40
2001,NG,147,"rockfish, quillback",Sebastes maliger,3,20-Nov
2001,NG,147,"rockfish, quillback",Sebastes maliger,2,21-30
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,1,0-10
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,39,20-Nov
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,36,21-30
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,6,31-40
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,6,41-50
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,2,51-60
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,2,61-70
2001,NG,151,"rockfish, rougheye",Sebastes aleutianus,2,No Age
2001,NG,152,"rockfish, shortraker",Sebastes borealis,6,No Age
2001,NG,154,"rockfish, dusky",Sebastes ciliatus,2,No Age
2001,NG,157,"rockfish, silvergray",Sebastes brevispinis,1,No Age
2001,NG,710,sablefish,Anoplopoma fimbria,172,0-10
2001,NG,710,sablefish,Anoplopoma fimbria,2,20-Nov
2001,NG,710,sablefish,Anoplopoma fimbria,4,No Age
2001,NSEI,110,"cod, Pacific",Gadus macrocephalus,251,No Age
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,9,20-Nov
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,45,21-30
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,42,31-40
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,62,41-50
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,19,51-60
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,3,61-70
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,5,71-80
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,81-90
2001,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,37,20-Nov
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,33,21-30
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,63,31-40
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,15,41-50
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,8,51-60
2001,NSEI,147,"rockfish, quillback",Sebastes maliger,5,61-70
